排名,名稱,網址,圖片,價格
41,【SunFlower三花】三花1/2男女適用休閒襪.襪子6雙組)_ 無 黑,https://www.books.com.tw/products/N001446184?loc=P_0004_041,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/144/61/N001446184.jpg&v=62b043bfk&w=150&h=150,優惠價：480元
42,如果朋友的姊姊和邊緣人談戀愛的話？ 1,https://www.books.com.tw/products/0010936694?loc=P_0004_042,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/66/0010936694.jpg&v=63299631k&w=150&h=150,優惠價：95折190元
43,領導禪：NBA最強總教頭親自傳授「無私」與「智慧」的魔力領導學 (電子書),https://www.books.com.tw/products/E050108901?loc=P_0004_043,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/E05/010/89/E050108901.jpg&v=6164f329k&w=150&h=150,優惠價：85折250元
44,【午茶夫人】桂花烏龍茶-8入/袋,https://www.books.com.tw/products/N000571149?loc=P_0004_044,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/057/11/N000571149.jpg&v=62ac2b5ck&w=150&h=150,優惠價：99元
45,我想聽的話 (爸媽怎麼說，孩子才會想聽？),https://www.books.com.tw/products/0010922925?loc=P_0004_045,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/092/29/0010922925.jpg&v=625fe0e4k&w=150&h=150,優惠價：9折252元
46,不便利的便利店,https://www.books.com.tw/products/0010933558?loc=P_0004_046,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/35/0010933558.jpg&v=62fa2031k&w=150&h=150,優惠價：79折316元
47,【瑞典OATLY】咖啡師燕麥奶(1000ml)X6入,https://www.books.com.tw/products/N001429236?loc=P_0004_047,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/142/92/N001429236.jpg&v=63462055k&w=150&h=150,優惠價：1169元
48,原來大腦可以這樣練：提升學習抗壓力，成功者的大腦運動訓練課程,https://www.books.com.tw/products/0010908164?loc=P_0004_048,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/090/81/0010908164.jpg&v=6183b641k&w=150&h=150,優惠價：7折224元
49,天使禁獵區 愛藏版 10完 (首刷附錄版),https://www.books.com.tw/products/0010936264?loc=P_0004_049,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/62/0010936264.jpg&v=6322feabk&w=150&h=150,優惠價：95折276元
50,【午茶夫人】洋甘菊香柚綠茶-8入/袋,https://www.books.com.tw/products/N000571135?loc=P_0004_050,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/057/11/N000571135.jpg&v=62ac2b5ck&w=150&h=150,優惠價：99元
51,結界師 完全版 9 (首刷附錄版),https://www.books.com.tw/products/0010936285?loc=P_0004_051,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/62/0010936285.jpg&v=6322feabk&w=150&h=150,優惠價：95折342元
52,[MUJI無印良品](農)半生麵/120g,https://www.books.com.tw/products/N001347779?loc=P_0004_052,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/134/77/N001347779.jpg&v=614d8638k&w=150&h=150,優惠價：59元
53,ELASTINE 伊絲婷 永恆珍愛奢華香水洗髮精 1350ml,https://www.books.com.tw/products/N001400488?loc=P_0004_053,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/140/04/N001400488.jpg&v=62035a7ek&w=150&h=150,優惠價：199元
54,可以強悍，也可以示弱：有身段也有手段，人生的規矩我說了算,https://www.books.com.tw/products/0010930544?loc=P_0004_054,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/05/0010930544.jpg&v=62cff030k&w=150&h=150,優惠價：79折292元
55,AKB48 Team TP / 無根無據RUMOR (A盤),https://www.books.com.tw/products/0020228339?loc=P_0004_055,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/83/0020228339.jpg&v=63202908k&w=150&h=150,優惠價：378元
56,【午茶夫人】太妃糖風味紅茶-10入/袋,https://www.books.com.tw/products/N000571022?loc=P_0004_056,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/057/10/N000571022.jpg&v=62ac2b5ck&w=150&h=150,優惠價：99元
57,禱告時光：精選1. 耶穌愛你．我也愛你,https://www.books.com.tw/products/0010907713?loc=P_0004_057,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/090/77/0010907713.jpg&v=617bcd3bk&w=150&h=150,優惠價：79折174元
58,【統一生機】五穀米之燒(超商取貨),https://www.books.com.tw/products/N000231134?loc=P_0004_058,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/023/11/N000231134.jpg&v=56e12db9k&w=150&h=150,優惠價：145元
59,藍色時期 12 (首刷限定版),https://www.books.com.tw/products/0010935946?loc=P_0004_059,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/59/0010935946.jpg&v=6348d7c0k&w=150&h=150,優惠價：95折171元
60,除了我之外，你不准和別人上演愛情喜劇 (4),https://www.books.com.tw/products/0010934059?loc=P_0004_060,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/40/0010934059.jpg&v=633eaf17k&w=150&h=150,優惠價：79折198元
61,86―不存在的戰區― (Ep.11) ─Dies passionis─ 限定版,https://www.books.com.tw/products/0010938606?loc=P_0004_061,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/86/0010938606.jpg&v=63469771k&w=150&h=150,優惠價：1350元
62,林務局2023「小千之森」筆記本,https://www.books.com.tw/products/0010938026?loc=P_0004_062,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/80/0010938026.jpg&v=633c0b35k&w=150&h=150,優惠價：9折180元
63,【博客來】全商品電子禮物卡_100元,https://www.books.com.tw/products/G090000027?loc=P_0004_063,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/G09/000/00/G090000027.jpg&v=6164e248k&w=150&h=150,優惠價：100元
64,救了想一躍而下的女高中生會發生什麼事？ (3),https://www.books.com.tw/products/0010934058?loc=P_0004_064,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/40/0010934058.jpg&v=633eaf16k&w=150&h=150,優惠價：79折158元
65,Nintendo Switch遊戲軟體《勇者鬥惡龍 尋寶探險團：藍色眼眸與天空羅盤》中文版[台灣公司貨],https://www.books.com.tw/products/N001499071?loc=P_0004_065,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/149/90/N001499071.jpg&v=634542d9k&w=150&h=150,優惠價：1790元
66,原子習慣：細微改變帶來巨大成就的實證法則,https://www.books.com.tw/products/0010822522?loc=P_0004_066,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/082/25/0010822522.jpg&v=5cda990ck&w=150&h=150,優惠價：79折261元
67,睡前3分鐘超感謝筆記【1書＋1魔法筆記本】：5000人親身實證，吸引好運與財富的超強習慣,https://www.books.com.tw/products/0010936396?loc=P_0004_067,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/63/0010936396.jpg&v=6324504ck&w=150&h=150,優惠價：79折300元
68,【統一生機】燕麥起司蘇打餅 108g/袋,https://www.books.com.tw/products/N001428034?loc=P_0004_068,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/142/80/N001428034.jpg&v=628755c0k&w=150&h=150,優惠價：66元
69,月刊少女野崎同學(13)特別版,https://www.books.com.tw/products/0010938526?loc=P_0004_069,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/85/0010938526.jpg&v=63454635k&w=150&h=150,優惠價：79折111元
70,【嘉義林聰明】招牌砂鍋菜2入(2100g/入),https://www.books.com.tw/products/N011800309?loc=P_0004_070,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N01/180/03/N011800309.jpg&v=5ef15848k&w=150&h=150,優惠價：749元
71,對我垂涎欲滴的非人少女(01),https://www.books.com.tw/products/0010938531?loc=P_0004_071,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/85/0010938531.jpg&v=63454636k&w=150&h=150,優惠價：79折111元
72,無煙硝的戰場：從威權到民主轉折的國安手記,https://www.books.com.tw/products/0010929969?loc=P_0004_072,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/092/99/0010929969.jpg&v=62c80734k&w=150&h=150,優惠價：79折284元
73,洛克菲勒寫給兒子的三十封信(新版),https://www.books.com.tw/products/0010804152?loc=P_0004_073,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/080/41/0010804152.jpg&v=624590bak&w=150&h=150,優惠價：79折182元
74,日本TWINBIRD-乾燥烘鞋機(棕色)SD-5500TWBR,https://www.books.com.tw/products/N001196011?loc=P_0004_074,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/119/60/N001196011.jpg&v=620a2821k&w=150&h=150,優惠價：1511元
75,【午茶夫人】焦糖蘋果風味紅茶-10入/袋,https://www.books.com.tw/products/N000571160?loc=P_0004_075,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/057/11/N000571160.jpg&v=62ac2c10k&w=150&h=150,優惠價：99元
76,黃金神威(27),https://www.books.com.tw/products/0010937590?loc=P_0004_076,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/75/0010937590.jpg&v=633422bfk&w=150&h=150,優惠價：85折119元
77,橘色惡魔的弱弱指導法：由弱者指導弱者，才能孕育出不可動搖的堅強實力,https://www.books.com.tw/products/0010936214?loc=P_0004_077,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/62/0010936214.jpg&v=6322feadk&w=150&h=150,優惠價：79折284元
78,[MUJI無印良品]自由換芯按壓滑順膠墨筆/藍0.5mm,https://www.books.com.tw/products/N001076503?loc=P_0004_078,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/107/65/N001076503.jpg&v=5d8c6576k&w=150&h=150,優惠價：29元
79,和老師，在那之後(01)限定版,https://www.books.com.tw/products/0010938538?loc=P_0004_079,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/85/0010938538.jpg&v=63454630k&w=150&h=150,優惠價：79折126元
80,【午茶夫人】覆盆子萊姆果味茶-8入/袋,https://www.books.com.tw/products/N000571170?loc=P_0004_080,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/057/11/N000571170.jpg&v=62ac2c10k&w=150&h=150,優惠價：99元
81,「教官 財報有問題！」看穿市場鬼故事，買到銅板好股,https://www.books.com.tw/products/0010937720?loc=P_0004_081,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/77/0010937720.jpg&v=63400dcek&w=150&h=150,優惠價：79折332元
82,AKB48 Team TP / 夢之河／無根無據RUMOR (陳詩雅畢業紀念限定盤),https://www.books.com.tw/products/0020228341?loc=P_0004_082,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/83/0020228341.jpg&v=63202908k&w=150&h=150,優惠價：378元
83,[MUJI無印良品]自由換芯附蓋膠墨筆/藍0.38mm,https://www.books.com.tw/products/N001076518?loc=P_0004_083,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/107/65/N001076518.jpg&v=5d8c662ak&w=150&h=150,優惠價：29元
84,飛龍A105自動鉛筆 透明,https://www.books.com.tw/products/N011370474?loc=P_0004_084,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N01/137/04/N011370474.jpg&v=5b399fbek&w=150&h=150,優惠價：27元
85,【午茶夫人】蜜桃烏龍茶-8入/袋,https://www.books.com.tw/products/N000571164?loc=P_0004_085,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/057/11/N000571164.jpg&v=62ac2c10k&w=150&h=150,優惠價：99元
86,獨立鍛造：一生受益的自我心理學，重新領悟生命八大任務，邁向圓滿,https://www.books.com.tw/products/0010936407?loc=P_0004_086,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/64/0010936407.jpg&v=6324504ck&w=150&h=150,優惠價：79折292元
87,冰屬性男子與無表情女子 5,https://www.books.com.tw/products/0010935938?loc=P_0004_087,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/59/0010935938.jpg&v=63205bb0k&w=150&h=150,優惠價：95折133元
88,3月的獅子(16),https://www.books.com.tw/products/0010937549?loc=P_0004_088,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/75/0010937549.jpg&v=633422c9k&w=150&h=150,優惠價：85折119元
89,[MUJI無印良品]雪濃牛骨湯底/ 1~2人份.350g,https://www.books.com.tw/products/N001412107?loc=P_0004_089,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/141/21/N001412107.jpg&v=623d33b4k&w=150&h=150,優惠價：89元
90,洛克菲勒談賺錢：美國史上第一位億萬富豪的致富語錄與書信【中英對照】,https://www.books.com.tw/products/0010934662?loc=P_0004_090,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/46/0010934662.jpg&v=63074f91k&w=150&h=150,優惠價：79折237元
91,【MUJI 無印良品】軟質聚乙烯收納盒/中約寬25.5×深36×高16cm,https://www.books.com.tw/products/N001414815?loc=P_0004_091,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/141/48/N001414815.jpg&v=62a96cf1k&w=150&h=150,優惠價：219元
92,【去味大師】竹木香補充品- 麝香綠茶(90ml/瓶),https://www.books.com.tw/products/N001321398?loc=P_0004_092,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/132/13/N001321398.jpg&v=60d840e1k&w=150&h=150,優惠價：129元
93,退休的貓侍衛【首刷限量贈 不怕哭 貓咪面紙包】,https://www.books.com.tw/products/0010938098?loc=P_0004_093,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/80/0010938098.jpg&v=633d5d15k&w=150&h=150,優惠價：79折332元
94,垣根與境内(全),https://www.books.com.tw/products/0010938535?loc=P_0004_094,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/85/0010938535.jpg&v=6345462fk&w=150&h=150,優惠價：79折111元
95,(任選3入組)【THERAPIND 魔唇】滋潤護脣膏 4.5g(滋潤/清爽),https://www.books.com.tw/products/N001447566?loc=P_0004_095,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/144/75/N001447566.jpg&v=634c0dack&w=150&h=150,優惠價：195元
96,我們為什麼要讀書？為什麼要工作？【自我探索平裝版】：為了得到幸福，希望你能好好思考這些事（首刷限量加贈日本授權「讀書工作帆布袋」）,https://www.books.com.tw/products/0010937207?loc=P_0004_096,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/72/0010937207.jpg&v=632d8ac8k&w=150&h=150,優惠價：79折458元
97,影響力：說服的六大武器，讓人在不知不覺中受擺佈【個案升級版】,https://www.books.com.tw/products/0010718186?loc=P_0004_097,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/071/81/0010718186.jpg&v=57555ec8k&w=150&h=150,優惠價：79折356元
98,蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,https://www.books.com.tw/products/0010914794?loc=P_0004_098,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/091/47/0010914794.jpg&v=61f2743dk&w=150&h=150,優惠價：79折316元
99,【午茶夫人】熱帶水果綠茶-8入/袋,https://www.books.com.tw/products/N000989857?loc=P_0004_099,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/098/98/N000989857.jpg&v=62ac2c11k&w=150&h=150,優惠價：99元
100,四句話變幸福！實現奇蹟人生的荷歐波諾波諾【附「植物清理卡」】：修‧藍博士親授，零極限最佳入門書,https://www.books.com.tw/products/0010914250?loc=P_0004_100,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/091/42/0010914250.jpg&v=61d81638k&w=150&h=150,優惠價：79折253元
