排名,名稱,網址,圖片,價格
66,【星巴克特選系列】焦糖風味拿鐵 焦糖風味,https://www.books.com.tw/products/N001186087?loc=P_0004_066,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/118/60/N001186087.jpg&v=62de34e4k&w=150&h=150,優惠價：130元
67,大局 (電子書),https://www.books.com.tw/products/E050142352?loc=P_0004_067,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/E05/014/23/E050142352.jpg&v=6327e5bdk&w=150&h=150,優惠價：252元
68,【令和】KF94 韓版 醫療級成人立體口罩｜10入/盒  午夜藍,https://www.books.com.tw/products/N001365839?loc=P_0004_068,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/136/58/N001365839.jpg&v=61960fc6k&w=150&h=150,優惠價：99元
69,[MUJI無印良品]無選別年輪蛋糕(紅茶)/90g,https://www.books.com.tw/products/N001400705?loc=P_0004_069,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/140/07/N001400705.jpg&v=6203c8e0k&w=150&h=150,優惠價：49元
70,【MUJI無印良品】即食迷你拉麵 (泰式酸辣風味)/120g,https://www.books.com.tw/products/N001297700?loc=P_0004_070,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/129/77/N001297700.jpg&v=61317d69k&w=150&h=150,優惠價：39元
71,【中衛】醫療口罩-兒童款1盒入(30片/盒)-櫻花粉,https://www.books.com.tw/products/N001405423?loc=P_0004_071,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/140/54/N001405423.jpg&v=621f0d82k&w=150&h=150,優惠價：260元
72,[MUJI無印良品]自由換芯膠墨筆芯/黑0.38mm,https://www.books.com.tw/products/N001076538?loc=P_0004_072,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/107/65/N001076538.jpg&v=5d8c6791k&w=150&h=150,優惠價：19元
73,【SunFlower三花】5500_三花全棉三角褲.男內褲_XL白,https://www.books.com.tw/products/N000447733?loc=P_0004_073,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/044/77/N000447733.jpg&v=60ee3a94k&w=150&h=150,優惠價：199元
74,【午茶夫人】紅棗國寶茶-12入/袋,https://www.books.com.tw/products/N000880329?loc=P_0004_074,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/088/03/N000880329.jpg&v=62ac2c11k&w=150&h=150,優惠價：250元
75,【嘉義林聰明】招牌砂鍋菜2入(2100g/入),https://www.books.com.tw/products/N011800309?loc=P_0004_075,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N01/180/03/N011800309.jpg&v=5ef15848k&w=150&h=150,優惠價：799元
76,對我垂涎欲滴的非人少女(01),https://www.books.com.tw/products/0010938531?loc=P_0004_076,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/85/0010938531.jpg&v=63454636k&w=150&h=150,優惠價：79折111元
77,【Kanebo 佳麗寶】suisai淨透酵素粉N 0.4g(15顆),https://www.books.com.tw/products/N001170780?loc=P_0004_077,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/117/07/N001170780.jpg&v=5e952c1dk&w=150&h=150,優惠價：330元
78,大甲媽祖同心祈福禮盒icash2.0,https://www.books.com.tw/products/N001408060?loc=P_0004_078,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/140/80/N001408060.jpg&v=6270ef11k&w=150&h=150,優惠價：499元
79,獨立鍛造：一生受益的自我心理學，重新領悟生命八大任務，邁向圓滿,https://www.books.com.tw/products/0010936407?loc=P_0004_079,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/64/0010936407.jpg&v=6324504ck&w=150&h=150,優惠價：79折292元
80,唐鳳的破框思考力 : 關於工作、學習與行動的方法,https://www.books.com.tw/products/0010936143?loc=P_0004_080,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/61/0010936143.jpg&v=632d98b9k&w=150&h=150,優惠價：79折332元
81,86―不存在的戰區― (Ep.11) ─Dies passionis─ 限定版,https://www.books.com.tw/products/0010938606?loc=P_0004_081,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/86/0010938606.jpg&v=63469771k&w=150&h=150,優惠價：1350元
82,「教官 財報有問題！」看穿市場鬼故事，買到銅板好股,https://www.books.com.tw/products/0010937720?loc=P_0004_082,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/77/0010937720.jpg&v=63400dcek&w=150&h=150,優惠價：79折332元
83,全方位理財的第一堂課：你一生必學的五大財務規畫,https://www.books.com.tw/products/0010924900?loc=P_0004_083,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/092/49/0010924900.jpg&v=627e3349k&w=150&h=150,優惠價：79折348元
84,TIGER虎牌 800cc斜柄手把抗菌運動型不鏽鋼保溫瓶(MCZ-S080) 太平洋沙灘,https://www.books.com.tw/products/N001352495?loc=P_0004_084,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/135/24/N001352495.jpg&v=62d7c412k&w=150&h=150,優惠價：1290元
85,[MUJI無印良品]蝴蝶碎餅 楓糖風味,https://www.books.com.tw/products/N001199610?loc=P_0004_085,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/119/96/N001199610.jpg&v=61317e1dk&w=150&h=150,優惠價：39元
86,【統一生機】紅藜紫菜蘇打餅 108g/袋,https://www.books.com.tw/products/N001428033?loc=P_0004_086,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/142/80/N001428033.jpg&v=62875458k&w=150&h=150,優惠價：66元
87,【湛盧咖啡】經典獨家．綜合風味 手沖精品濾掛式咖啡 (10入/盒) x2盒；口味任選,https://www.books.com.tw/products/N001455717?loc=P_0004_087,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/145/57/N001455717.jpg&v=62d910a5k&w=150&h=150,優惠價：450元
88,《聖祖貢糖》招牌豬腳貢糖(12入/包),https://www.books.com.tw/products/N000453782?loc=P_0004_088,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/045/37/N000453782.jpg&v=52f49fddk&w=150&h=150,優惠價：160元
89,人生第二曲線：台大教授郭瑞祥的人生創新學,https://www.books.com.tw/products/0010859616?loc=P_0004_089,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/085/96/0010859616.jpg&v=5ee0c43bk&w=150&h=150,優惠價：79折332元
90,[MUJI無印良品]自由換芯滑順膠墨筆芯/藍0.5mm,https://www.books.com.tw/products/N001076561?loc=P_0004_090,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/107/65/N001076561.jpg&v=5d8c68fak&w=150&h=150,優惠價：19元
91,[MUJI無印良品]壓邊化妝棉/189入,https://www.books.com.tw/products/N000642066?loc=P_0004_091,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/064/20/N000642066.jpg&v=58ede859k&w=150&h=150,優惠價：79元
92,【Cap】ins風皮格面紙盒灰粉,https://www.books.com.tw/products/N001093538?loc=P_0004_092,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/109/35/N001093538.jpg&v=5d677ac2k&w=150&h=150,優惠價：8折159元
93,TIGER 虎牌 750cc不鏽鋼真空食物罐MCJ-A075_e可可,https://www.books.com.tw/products/N000867200?loc=P_0004_093,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/086/72/N000867200.jpg&v=5a4610b8k&w=150&h=150,優惠價：890元
94,LOREAL Paris 巴黎萊雅 玻尿酸眼霜級撫紋精華霜 30ml,https://www.books.com.tw/products/N001292624?loc=P_0004_094,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/129/26/N001292624.jpg&v=634d32e1k&w=150&h=150,優惠價：1339元
95,月曜日的抹茶咖啡店【首刷限定作者印刷簽名扉】,https://www.books.com.tw/products/0010938417?loc=P_0004_095,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/84/0010938417.jpg&v=63400dc9k&w=150&h=150,優惠價：79折253元
96,風流浪子的男友：晚明到清末的同性戀與男性氣質,https://www.books.com.tw/products/0010937606?loc=P_0004_096,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/76/0010937606.jpg&v=633422bak&w=150&h=150,優惠價：79折411元
97,天使禁獵區 愛藏版 10完 (首刷附錄版),https://www.books.com.tw/products/0010936264?loc=P_0004_097,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/62/0010936264.jpg&v=6322feabk&w=150&h=150,優惠價：95折276元
98,Photofast PowerShake 震動按摩器/電動瑜珈筒 瑜珈滾輪滾筒 按摩器(肩頸背部全身可用),https://www.books.com.tw/products/N013010472?loc=P_0004_098,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N01/301/04/N013010472.jpg&v=63463620k&w=150&h=150,優惠價：777元
99,PS5 人中之龍 維新！極-中文版,https://www.books.com.tw/products/N001488657?loc=P_0004_099,https://im1.book.com.tw/image/getImage?i=https://addons.books.com.tw/G/prod/restricted18_122.gif&v=51b1552fk&w=150&h=150,優惠價：1590元
100,Nintendo Switch遊戲軟體《寶可夢 紫》中文版[台灣公司貨],https://www.books.com.tw/products/N001405024?loc=P_0004_100,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/N00/140/50/N001405024.jpg&v=633ff738k&w=150&h=150,優惠價：1450元
